Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Aditya Birla Sun Life Special Opportunities Fund - Direct Plan,714.83,1.49,2,2.42,4,6.74,2,9.26,3,12.41,3,20.29,3,34.25,3,34.03,3,44.69,3,32.2,3,20.19,3,-,-,-,-,-,-,-,-,-,-,27.49,-,20.12,3
Axis Innovation Fund - Direct Plan,1208.96,1.62,1,2.51,2,7.97,1,11.56,2,13.03,2,25.8,2,36.18,2,35.98,2,39.61,4,29.95,4,17.4,4,-,-,-,-,-,-,-,-,-,-,19.64,-,24.97,2
Franklin India Opportunities Fund - Direct Plan,3933.36,0.62,4,2.92,1,6.58,3,13.14,1,21.4,1,35.39,1,57.91,1,58.68,1,79.45,1,56.41,1,32.08,1,27.68,1,21.15,1,19.62,1,-,-,-,-,19.79,-,35.33,1
ICICI Prudential India Opportunities Fund - Direct Plan,19792.23,1.41,3,2.44,3,5.64,4,8.41,4,9.48,4,19.32,4,32.92,4,31.97,4,47.88,2,40.45,2,31,2,26.37,2,-,-,-,-,-,-,-,-,25.88,-,19.36,4
BSE 500 Total Return Index,,1.87,,2.88,,4.96,,9.56,,11.28,,18.57,,33.11,,32.79,,39.26,,31.58,,20.36,,20.01,,16.76,,15.21,,16.55,,14.69,,,,18.19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharma & Healthcare Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,8,,7,,4,,3,,,,,,8,,8
Peer Average,,1.86,,1.04,,5.74,,4.65,,4.89,,13.94,,30.59,,30.11,,46.1,,32.52,,15.45,,27.9,,18.54,,15.81,,,,,,,,17.12,
Aditya Birla Sun Life Pharma & Healthcare Fund - Direct Plan,683.18,1.3,7,-0.07,8,4.3,7,3.25,8,3.32,8,13.25,6,29.85,4,29.34,4,46.07,4,30.84,7,14.29,6,-,-,-,-,-,-,-,-,-,-,24.3,-,16.5,6
DSP Healthcare Fund - Direct Plan,2363.39,2.99,1,1.66,2,6.78,1,4.01,6,4.3,5,13.38,5,30.76,3,30.55,3,44.88,6,33.91,3,16.77,2,29.92,1,-,-,-,-,-,-,-,-,26.33,-,15.6,7
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan,3925.29,1.93,3,1.81,1,6.13,4,6.13,1,6.48,1,17.28,1,35.22,1,34.7,1,51.79,1,35.31,1,17.22,1,28.72,3,-,-,-,-,-,-,-,-,23.21,-,20.86,1
Mirae Asset Healthcare Fund - Direct Plan,2201.96,2.3,2,1.42,3,6.19,3,5.23,3,5.43,3,13.74,4,28.69,7,27.78,8,45.08,5,29.48,8,14.69,5,28.81,2,-,-,-,-,-,-,-,-,23.88,-,16.89,4
Nippon India Pharma Fund - Direct Plan,7160.93,1.28,8,0.37,7,3.93,8,4.41,5,4.21,6,11.16,8,28.68,8,28.23,7,43.87,7,31.67,5,14.14,7,27.03,5,20.56,1,17.29,1,-,-,-,-,18.55,-,14.67,8
SBI Healthcare Opportunities Fund - Direct Plan,2612.73,1.48,6,0.95,6,6.06,5,3.9,7,4.2,7,14.59,3,29.11,6,29.19,5,41.93,8,35.3,2,16.54,3,28.28,4,17.44,3,15.79,2,-,-,-,-,18.08,-,17.81,3
Tata India Pharma & Healthcare Fund - Direct Plan,899.17,1.81,4,1.2,4,5.92,6,4.57,4,5.22,4,14.94,2,32.82,2,32.01,2,48.37,2,32.49,4,16.48,4,26.77,6,19.02,2,-,-,-,-,-,-,13.93,-,18.1,2
UTI Healthcare Fund - Direct Plan,938.43,1.8,5,1.01,5,6.64,2,5.74,2,5.99,2,13.22,7,29.56,5,29.06,6,46.83,3,31.14,6,13.49,8,25.74,7,17.13,4,14.35,3,-,-,-,-,16.09,-,16.51,5
BSE Healthcare Total Return Index,,2.02,,1.62,,7.17,,5.25,,5.61,,15.48,,31.97,,31.65,,46.99,,31.96,,13.62,,24.53,,15.59,,12.97,,15.85,,17.57,,,,18.88,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infrastructure Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,14,,14,,14,,14,,14,,14,,14,,14,,14,,14,,14,,14,,14,,14,,,,,,14,,14
Peer Average,,1.74,,3.04,,3.8,,13.83,,18.66,,35.87,,55.83,,56.33,,75.34,,56.41,,36.79,,27.8,,20.5,,18.32,,,,,,,,35.92,
Aditya Birla Sun Life Infrastructure Fund - Direct Plan,1146.32,1.48,11,2.71,10,1.85,12,11.66,10,15.62,10,31.02,11,44.07,14,45.11,14,63.76,13,54.4,10,31.35,12,25.64,11,17.85,12,16.41,12,-,-,-,-,17.91,-,31.58,10
Bandhan Infrastructure Fund - Direct Plan,1342.96,2.88,1,4.6,1,6.82,1,19.34,1,24.19,2,49.92,1,71.52,1,72.53,1,93.14,1,65.27,2,38.32,6,30.21,2,20.93,9,19.62,4,-,-,-,-,18.73,-,50.83,1
DSP India T.I.G.E.R. Fund - Direct Plan,4385.95,2.11,3,3.62,2,3.74,7,14.8,6,23.12,4,38.87,5,59.81,4,60,4,83.18,4,59.85,4,39.25,4,29.39,6,22.08,4,19.25,6,-,-,-,-,19.37,-,39.21,5
Franklin Build India Fund - Direct Plan,2530.26,0.83,14,3.04,8,2.43,11,10.5,13,16.87,8,33.62,8,55.96,7,56.11,7,80.38,5,58.19,5,37.58,9,28.37,8,22.56,2,22.57,1,-,-,-,-,24.16,-,34.19,8
HDFC Infrastructure Fund - Direct Plan,2054.8,1.61,9,2.58,11,4.66,4,10.62,12,15.55,11,29.91,12,53.03,10,53.95,9,80.03,6,61.58,3,39.95,3,23.83,13,15.08,14,13.31,14,-,-,-,-,14.63,-,30.46,12
HSBC Infrastructure Fund - Direct Plan,2620.55,2.04,5,3.15,6,3.35,9,18.41,2,24.96,1,38.82,6,53.69,9,54.12,8,73.8,8,56.8,7,37.37,10,27.58,9,20.04,10,19.27,5,-,-,-,-,19.95,-,37.47,6
ICICI Prudential Infrastructure Fund - Direct Plan,5034.14,1.69,8,2.87,9,3.46,8,9.79,14,13.6,14,32.29,9,53.92,8,53.65,10,69.77,9,56.54,8,41.25,1,29.58,4,22.38,3,18.08,9,-,-,-,-,18.91,-,32.65,9
Invesco India Infrastructure Fund - Direct Plan,1470.37,2.08,4,2.13,14,3.14,10,16.92,3,21.77,5,41.7,2,66.05,2,67.01,2,86.62,2,57.75,6,37.99,8,32.8,1,25.06,1,21.29,2,-,-,-,-,22.64,-,41.37,2
Kotak Infrastructure and Economic Reform Fund - Standard Plan - Direct Plan,1989.53,1.8,7,3.19,5,6.47,2,16.42,4,23.14,3,40.92,3,57.03,6,57.43,6,68.61,11,53.93,11,38.96,5,29.46,5,21.62,7,20.4,3,-,-,-,-,21.28,-,40.83,3
Nippon India Power & Infra Fund - Direct Plan,5697.01,1.54,10,3.48,3,4.27,5,14.97,5,18.75,6,37.74,7,61.24,3,61.77,3,85.02,3,65.67,1,41,2,30.18,3,21.84,5,17.7,10,-,-,-,-,17.92,-,37.3,7
SBI Infrastructure Fund - Direct Plan,3087.55,1.07,12,2.55,12,6.22,3,11.52,11,14.38,13,28.65,13,50.88,11,51.44,11,69.35,10,51.56,12,34.83,11,27.31,10,21.14,8,18.28,8,-,-,-,-,17.75,-,29.08,13
Sundaram Infrastructure Advantage Fund - Direct Plan,998.37,1.94,6,3.4,4,1.26,14,12.21,9,16.86,9,31.44,10,49.5,12,49.67,12,64.94,12,47.19,13,30.74,13,24.13,12,18.04,11,16.58,11,-,-,-,-,16.17,-,30.72,11
Tata Infrastructure Fund - Direct Plan,2245.06,2.39,2,3.06,7,4.12,6,14.14,7,17.89,7,39.1,4,57.92,5,58.42,5,76.09,7,54.82,9,38.04,7,28.88,7,21.66,6,19.17,7,-,-,-,-,18.77,-,39.32,4
UTI Infrastructure Fund - Direct Plan,2287.67,0.96,13,2.16,13,1.39,13,12.33,8,14.56,12,28.23,14,46.99,13,47.42,13,60.02,14,46.21,14,28.43,14,21.82,14,16.71,13,14.57,13,-,-,-,-,15.11,-,27.93,14
NIFTY Infrastructure Total Return Index,,1.4,,2.91,,0.07,,7.44,,8.35,,25.85,,47.34,,47.12,,59.62,,42.98,,29.56,,23.36,,17.82,,11.89,,13.2,,7.71,,,,25.57,
NIFTY Infrastructure Index,,1.4,,2.8,,-0.06,,7.3,,8.21,,25.44,,46.66,,46.43,,58.03,,41.69,,28.15,,21.66,,16.05,,10.28,,11.59,,6.31,,,,25.17,
NIFTY 50 Total Return Index,,1.76,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,,,12.57,
BSE 500 Total Return Index,,1.87,,2.88,,4.96,,9.56,,11.28,,18.57,,33.11,,32.79,,39.26,,31.58,,20.36,,20.01,,16.76,,15.21,,16.55,,14.69,,,,18.19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pure International Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,,,,,4,,4
Peer Average,,0.8,,1.02,,3.18,,3.25,,2.76,,10.21,,20.67,,19.16,,16.39,,12.94,,-0.09,,8.71,,8.45,,6.11,,,,,,,,8.26,
Aditya Birla Sun Life International Equity Fund - Direct Plan,186.86,0.12,4,-0.08,4,-0.42,4,0.65,4,-1.38,4,3.2,4,14.62,4,11.78,4,5.2,4,10.32,2,3.06,2,9.67,2,10.73,2,8.31,2,-,-,-,-,9.82,-,1.41,4
Kotak Global Emerging Market - Direct Plan,91.68,0.87,3,0.82,2,3.3,3,2.63,3,3.85,2,10.49,2,17.97,3,16.09,3,15.48,3,9.32,4,-1.4,3,7.96,3,7.75,3,5.17,3,-,-,-,-,6.08,-,8.57,2
PGIM India Emerging Markets Equity Fund - Direct Plan,99.57,1.1,2,0.79,3,6.43,1,5.88,1,7.6,1,18.2,1,29.78,1,28.47,1,28.97,1,9.62,3,-9.59,4,3.08,4,3.27,4,2.33,4,-,-,-,-,4.23,-,14.92,1
Sundaram Global Brand Fund - Direct Plan #,114.78,1.1,1,2.55,1,3.41,2,3.84,2,0.98,3,8.97,3,20.32,2,20.32,2,15.92,2,22.5,1,7.55,1,14.12,1,12.08,1,8.65,1,-,-,-,-,8.28,-,8.16,3
NIFTY 50 Index,,1.75,,3.28,,4.4,,8.06,,8.25,,12.87,,24.36,,23.67,,25.69,,24.06,,15.57,,15.29,,14.14,,12.14,,13.54,,12.01,,,,11.76,
NIFTY 50 Total Return Index,,1.76,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,,,12.57,
BSE Sensex Total Return Index,,1.69,,3.53,,4.84,,8.93,,8.93,,12.95,,23.27,,22.68,,24.25,,24.44,,16.5,,16.36,,15.77,,13.4,,15.04,,13.38,,,,11.57,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arbitrage Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,14,,14,,14,,14,,14,,14,,14,,14,,14,,14,,14,,14,,12,,11,,,,,,14,,14
Peer Average,,0.17,,0.28,,0.8,,1.51,,2.02,,4.24,,6.28,,6.32,,8.51,,7.56,,6.41,,5.92,,6.17,,6.55,,,,,,,,4.46,
Aditya Birla Sun Life Arbitrage Fund - Direct Plan,12683.86,0.17,6,0.28,6,0.81,5,1.51,6,2.01,9,4.25,6,6.3,5,6.33,7,8.55,5,7.53,8,6.35,9,5.9,7,6.16,6,6.51,7,-,-,-,-,6.95,-,4.47,7
Axis Arbitrage Fund - Direct Plan,4938.62,0.16,13,0.27,9,0.79,9,1.49,8,2.03,5,4.27,3,6.3,6,6.35,5,8.44,10,7.39,14,6.46,5,5.96,6,6.23,5,-,-,-,-,-,-,6.64,-,4.49,4
Bandhan Arbitrage Fund - Direct Plan,6202.72,0.17,5,0.29,1,0.82,2,1.53,3,2.06,2,4.24,7,6.3,7,6.34,6,8.5,7,7.57,6,6.36,8,5.82,11,6.15,8,6.51,8,-,-,-,-,6.9,-,4.48,6
DSP Arbitrage Fund - Direct Plan,5226.64,0.17,3,0.28,4,0.79,12,1.45,14,1.98,13,4.15,13,6.17,13,6.21,14,8.36,14,7.48,10,6.23,12,5.74,13,-,-,-,-,-,-,-,-,6.01,-,4.39,12
Edelweiss Arbitrage Fund - Direct Plan,11768.88,0.16,10,0.27,10,0.8,8,1.52,4,2.03,4,4.36,2,6.37,2,6.41,2,8.66,2,7.65,3,6.56,3,6.12,3,6.36,1,6.78,1,-,-,-,-,6.8,-,4.59,2
HDFC Arbitrage Fund - Wholesale - Direct Plan,12297.96,0.17,4,0.28,5,0.8,7,1.49,11,2.01,10,4.2,10,6.23,10,6.28,10,8.42,11,7.45,11,6.23,13,5.68,14,5.87,12,6.27,11,-,-,-,-,6.34,-,4.42,10
HSBC Arbitrage Fund - Direct Plan,2274.14,0.16,9,0.28,7,0.77,13,1.49,9,1.96,14,4.14,14,6.18,11,6.22,11,8.42,12,7.41,13,6.2,14,5.9,8,6.15,7,6.57,5,-,-,-,-,6.58,-,4.37,14
ICICI Prudential Equity Arbitrage Fund - Direct Plan,20894.12,0.16,11,0.27,11,0.79,11,1.49,10,1.99,12,4.18,11,6.17,12,6.22,13,8.44,9,7.49,9,6.31,10,5.83,10,6.11,10,6.53,6,-,-,-,-,7.01,-,4.4,11
Invesco India Arbitrage Fund - Direct Plan,16489.76,0.17,8,0.27,8,0.8,6,1.55,2,2.04,3,4.24,9,6.32,4,6.37,4,8.62,3,7.86,1,6.73,1,6.14,2,6.27,4,6.61,4,-,-,-,-,6.91,-,4.45,9
Kotak Equity Arbitrage Fund - Direct Plan,46307.74,0.19,1,0.29,2,0.82,1,1.56,1,2.1,1,4.41,1,6.49,1,6.53,1,8.79,1,7.75,2,6.6,2,6.06,4,6.28,3,6.65,3,-,-,-,-,7.07,-,4.64,1
Nippon India Arbitrage Fund - Direct Plan,15157.75,0.17,7,0.28,3,0.77,14,1.48,13,2.02,8,4.24,8,6.27,9,6.31,9,8.5,8,7.56,7,6.44,6,5.98,5,6.33,2,6.71,2,-,-,-,-,7.08,-,4.46,8
SBI Arbitrage Opportunities Fund - Direct Plan,31116.02,0.16,14,0.27,12,0.79,10,1.48,12,1.99,11,4.17,12,6.17,14,6.22,12,8.39,13,7.63,4,6.54,4,5.76,12,6.06,11,6.42,10,-,-,-,-,6.82,-,4.38,13
Tata Arbitrage Fund - Direct Plan,11828.86,0.17,2,0.27,13,0.81,4,1.52,5,2.02,7,4.27,4,6.34,3,6.38,3,8.57,4,7.62,5,6.42,7,6.17,1,-,-,-,-,-,-,-,-,6.3,-,4.49,3
UTI Arbitrage Fund - Direct Plan,5258.55,0.16,12,0.27,14,0.82,3,1.5,7,2.03,6,4.25,5,6.28,8,6.31,8,8.52,6,7.42,12,6.28,11,5.87,9,6.13,9,6.48,9,-,-,-,-,6.71,-,4.48,5
NIFTY 50 Arbitrage Total Return Index ,,0.02,,0.05,,0.67,,1.37,,1.82,,3.86,,5.82,,5.94,,8.27,,7.22,,5.94,,5.11,,5.18,,5.63,,6.12,,-,,,,4.11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asset Allocator Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,12,,12,,12,,12,,12,,12,,12,,12,,12,,12,,12,,8,,8,,6,,,,,,12,,12
Peer Average,,1.01,,1.51,,3.21,,5.43,,6.87,,12.59,,21.56,,21.4,,26.27,,21.9,,15.3,,14.05,,11.8,,11.91,,,,,,,,12.42,
Aditya Birla Sun Life Asset Allocator FoF - Direct Plan,210.21,1.41,2,2.1,2,3.6,5,6.9,3,9.16,3,16.18,2,27.3,3,27.24,3,35.01,2,24.97,3,16.23,5,17.46,2,13.58,3,-,-,-,-,-,-,13.02,-,16.24,2
Bandhan Asset Allocation Fund - Aggressive Plan - Direct Plan,17.92,1.32,4,2.43,1,5.13,1,7.08,1,8.45,4,14.32,5,24.83,5,24.81,5,28.55,5,23.48,6,14.99,8,14.14,4,11.44,5,11.4,4,-,-,-,-,11.5,-,14.07,5
Bandhan Asset Allocation Fund - Conservative Plan - Direct Plan,6.14,0.56,12,1.02,11,2.04,12,3.21,12,3.9,12,7.02,12,11.45,12,11.46,12,13.31,12,12.02,12,8.56,12,8.5,8,7.93,8,8.7,6,-,-,-,-,9.04,-,7,12
Bandhan Asset Allocation Fund - Moderate Plan - Direct Plan,18.44,1.02,6,1.79,4,3.95,2,5.48,6,6.53,6,11.1,7,18.78,7,18.79,7,21.35,10,18.11,9,12.03,10,11.49,6,9.83,6,10.18,5,-,-,-,-,10.52,-,10.94,7
Franklin India Dynamic Asset Allocation Fund of Funds - Direct Plan,1294.88,0.7,10,1.48,6,2.29,11,4.7,8,5.92,8,10.58,9,18.09,11,18.2,8,27.8,6,22.77,7,17.72,3,14.11,5,12.39,4,12.09,3,-,-,-,-,12.23,-,10.39,9
Franklin India Multi Asset Solution Fund of Funds- Direct Plan,53.6,0.8,9,1.21,8,3.01,7,4.16,10,5.14,10,10.6,8,18.36,9,17.83,11,21.36,9,15.95,11,12.94,9,8.85,7,7.96,7,-,-,-,-,-,-,7.88,-,10.11,10
HDFC Asset Allocator FoF - Direct Plan,3053.79,0.82,8,1.47,7,2.56,9,5.05,7,6.48,7,12.23,6,21.99,6,21.65,6,26.93,7,23.94,5,17.29,4,-,-,-,-,-,-,-,-,-,-,18.8,-,12.16,6
ICICI Prudential Asset Allocator Fund (FOF) - Direct Plan #,21776.9,0.58,11,0.95,12,3.03,6,3.79,11,5.11,11,10.39,10,18.11,10,18.11,9,22.81,8,19.65,8,15.2,7,15.53,3,13.69,2,13.3,2,-,-,-,-,13.07,-,10.52,8
Kotak Multi Asset Allocator FoF -  Dynamic - Direct Plan,1453.75,0.92,7,1.02,10,2.85,8,6.94,2,9.18,2,17.71,1,27.49,1,27.4,1,33.2,3,31.04,1,21.2,1,22.3,1,17.6,1,15.79,1,-,-,-,-,16.75,-,17.3,1
Motilal Oswal Asset Allocation Passive FoF - Aggressive - Direct Plan,65.57,1.34,3,1.71,5,3.72,4,6.66,5,7.56,5,14.7,4,26.52,4,25.97,4,28.76,4,23.94,4,15.23,6,-,-,-,-,-,-,-,-,-,-,16.11,-,14.25,4
Motilal Oswal Asset Allocation Passive FoF - Conservative - Direct Plan,41.39,1.07,5,1.12,9,2.37,10,4.46,9,5.42,9,10.3,11,18.41,8,18.09,10,20.29,11,17.31,10,11.46,11,-,-,-,-,-,-,-,-,-,-,12.05,-,10.1,11
Nippon India Asset Allocator FoF - Direct Plan,223.94,1.58,1,1.88,3,3.92,3,6.77,4,9.57,1,15.97,3,27.35,2,27.24,2,35.9,1,29.63,2,20.72,2,-,-,-,-,-,-,-,-,-,-,22.8,-,16,3
CRISIL Hybrid 50+50 Moderate Index ( 02-Jul-2024 ) ,,0.74,,0.96,,3.92,,4.72,,5.86,,10.56,,18.04,,18.04,,21.45,,18.55,,12.54,,13.46,,12.11,,11.81,,12.44,,11.39,,,,10.41,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bal Bhavishya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,21,,21,,21,,21,,21,,21,,21,,21,,21,,19,,17,,17,,14,,13,,,,,,21,,21
Peer Average,,1.62,,2.82,,6.21,,10.12,,12.39,,18.85,,31.07,,31.02,,38.28,,31.18,,18.68,,19.18,,16.07,,15.81,,,,,,,,18.18,
Aditya Birla Sun Life Bal Bhavishya Yojna - Direct Plan,994.54,1.32,16,2.63,12,4.72,18,8.7,19,11.92,13,17.29,15,26.17,18,25.95,18,34.12,16,29.01,13,16.06,14,15.35,17,-,-,-,-,-,-,-,-,15.25,-,16.72,14
Aditya Birla Sun Life Flexi Cap Fund - Direct Plan,20473.4,1.19,18,2.45,17,5.93,10,9.33,14,11.47,16,18.08,12,30.52,11,30.09,12,37.7,10,30.65,9,17.84,11,19.04,9,15.34,8,15.84,7,-,-,-,-,17.89,-,17.6,12
Axis Flexi Cap Fund - Direct Plan,12011.72,1.45,13,2.08,21,5.68,13,10.05,11,12.94,7,21.33,6,32.56,8,32.81,8,35.45,13,27.53,16,15.74,15,17.76,12,-,-,-,-,-,-,-,-,16.78,-,19.97,6
Bandhan Flexi Cap Fund - Direct Plan,6979.84,1.72,8,3.06,7,5.33,14,8.76,18,11.94,11,19.38,8,30.36,12,30.55,11,38.07,9,30.13,11,18.76,8,17.36,14,13.45,14,14.16,12,-,-,-,-,15.75,-,17.84,11
Canara Robeco Flexi Cap Fund - Direct Plan,12447.99,1.81,6,2.6,13,5.71,12,10.72,9,11.51,15,19.06,10,31.62,9,31.6,9,35.16,14,29.45,12,18.44,9,20.21,6,17.77,2,15.47,8,-,-,-,-,16.16,-,18.28,10
DSP Flexi Cap Fund - Direct Plan,10558.54,2.16,3,3.37,2,7.34,5,12.27,1,16.6,1,19.36,9,31.54,10,31.54,10,41.19,8,34.93,5,19.02,6,21.18,4,17.66,3,16.31,6,-,-,-,-,16.95,-,18.69,8
Franklin India Flexi Cap Fund - Direct Plan,15468.09,1.41,14,3.11,6,4.64,19,9.39,13,11.76,14,20.06,7,34.84,5,35.04,5,46.57,3,35.92,4,23.94,2,22.62,1,17.59,5,17.49,2,-,-,-,-,18.22,-,19.59,7
HDFC Flexi Cap Fund - Direct Plan,54692.16,0.94,20,2.51,16,5.1,17,10.32,10,12.46,10,21.67,5,37.64,3,37.19,3,45.57,4,38.62,1,27.78,1,21.69,3,18.72,1,16.36,5,-,-,-,-,17.92,-,21.43,3
HSBC Flexi Cap Fund - Direct Plan,4435.44,2.28,2,3.33,3,7.04,7,11.94,3,14.63,3,25.63,2,40.18,2,39.61,2,49.95,2,37.97,3,23.21,3,20.37,5,16.06,7,15.29,9,-,-,-,-,16.46,-,25.4,2
ICICI Prudential Flexicap Fund - Direct Plan,14913.29,1.09,19,2.14,20,6.47,9,9.8,12,10.98,17,21.73,4,35.47,4,35.08,4,41.77,6,33.57,7,-,-,-,-,-,-,-,-,-,-,-,-,23.26,-,20.78,5
Kotak Flexicap Fund - Direct Plan,48469.47,1.8,7,2.57,15,3.57,21,10.75,8,13.46,6,22.06,3,33.81,6,33.76,6,41.28,7,33.24,8,20.25,4,18.67,10,16.3,6,17.29,3,-,-,-,-,18.15,-,20.89,4
Mirae Asset Flexi Cap Fund - Direct Plan,1874.54,0.64,21,2.38,18,4.57,20,8.81,17,10.72,18,17.3,14,28.55,14,28.28,14,35.54,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.73,-,16.77,13
Motilal Oswal Flexi Cap Fund - Direct Plan,10034.65,1.65,11,2.71,11,8.62,3,12.12,2,13.98,5,28.62,1,44.64,1,45.45,1,57.83,1,38.44,2,19.91,5,16.93,16,13.97,13,17.64,1,-,-,-,-,19.55,-,28.64,1
Nippon India Flexi Cap Fund - Direct Plan,7052.43,1.4,15,2.6,14,5.93,11,11.1,6,14.93,2,18.65,11,33.07,7,33.08,7,45.01,5,33.62,6,-,-,-,-,-,-,-,-,-,-,-,-,21.51,-,18.51,9
PGIM India Flexi Cap Fund - Direct Plan,5875.23,1.91,5,3.02,8,7.25,6,8.86,16,10,20,15.67,17,25.57,19,25.57,19,27.49,20,25.83,18,15.4,16,22.31,2,17.63,4,-,-,-,-,-,-,15.98,-,14.64,19
SBI Flexicap Fund - Direct Plan,20647.58,1.65,10,2.73,10,5.32,15,8.33,20,10.21,19,15.91,16,26.74,17,26.5,17,31.31,18,26.51,17,16.94,12,17.51,13,15.29,10,16.45,4,-,-,-,-,17.35,-,15.44,16
Sundaram Flexi Cap Fund - Direct Plan,2064.78,1.52,12,2.86,9,5.18,16,7.97,21,9.06,21,13.85,20,24.97,20,24.43,20,30.72,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.16,-,13.06,20
Tata Flexi Cap Fund - Direct Plan,2732.29,2.08,4,3.23,4,6.69,8,9.02,15,11.93,12,15.47,18,27.48,15,28.1,15,36.93,11,28.62,14,18.09,10,18.26,11,-,-,-,-,-,-,-,-,17.17,-,15.26,17
Tata Young Citizens Fund - Direct Plan,336.72,3.1,1,4.24,1,8.65,2,10.84,7,12.5,9,15.29,19,27.21,16,27.49,16,33.71,17,30.31,10,18.87,7,20.08,7,14.74,12,14.34,11,-,-,-,-,14.14,-,15.23,18
UTI Children's Equity Fund-Direct Plan,1010.49,1.23,17,2.32,19,7.42,4,11.61,5,14.5,4,17.33,13,29.25,13,29.26,13,35.04,15,27.69,15,16.93,13,19.31,8,15.33,9,14.69,10,-,-,-,-,15.27,-,16.31,15
